smr1qq838lcw9nhh2xs0x5nqlv3qlexwand2j083a5yll2vty4fu4ftqwqtu66s,0x56b8d597da8a7c4fa2260acf3616904247851a634c293cf161e372d37a53e6c5,https://explorer.shimmer.network/shimmer/block/0xbf03600992acf79cc643021cae361273854f9f2e1c277b3a0cb4004889a62d0c,2023-05-03 15:13:42
smr1qpkxzezdryk8pfkgu4v03araje93a37ak3rhv467h0kymtha4dh0g80jx6a,0x4f280f0a7c64907d5edacfe055ea5519fa8d0b7ebb6dd3d0c278bdae9f66aecb,https://explorer.shimmer.network/shimmer/block/0xe857098303ae7bb7ea5257ec4fac7494cd14577618e2308456b6ce2a3b415759,2023-05-03 15:17:16
smr1qpz07sa83c65zqc6aw7320vn93q5w7c2t3ft2aaqu6tja6ydd8p7zml6dx7,0x8ac8d7f19a65dceacb5ad3699d70e1c37b4cb9c436aed76a24ebad0ca55e354d,https://explorer.shimmer.network/shimmer/block/0x1f6076545c23fecb29910dd0bc133eb1327dfbae89b44552461aa7cf1791fd84,2023-05-03 15:23:20
smr1qquu3vgexr4jugx4p2hyy0c6re6yzt630xnrreksd3mnnss2sjrqssfhcqn,0xabd2f14f97b0f1028d64b3b9b1b78de32ed3d7f9bf9d5c10d61a946de62489e5,https://explorer.shimmer.network/shimmer/block/0x1f6076545c23fecb29910dd0bc133eb1327dfbae89b44552461aa7cf1791fd84,2023-05-03 15:23:20
smr1qpjuhatqvzc7tgfh49nvzhqtezh6mcpkp6h7jwqj8kys5c4tkrvf7vs9ppu,0x493c4d444e0863eb8088eba00239ff0f3ab9365e5084cc64dcc6ded9797a0423,https://explorer.shimmer.network/shimmer/block/0x1f6076545c23fecb29910dd0bc133eb1327dfbae89b44552461aa7cf1791fd84,2023-05-03 15:23:20
smr1qznwrghued47ysfy4ut6hmh5ucwtqclmwpk5dcr36kucfq56m9u77y2zata,0x7175686c13188b21290efb99d5b7c5aab8817e94b02ce2b11c63f0af41820970,https://explorer.shimmer.network/shimmer/block/0x1f6076545c23fecb29910dd0bc133eb1327dfbae89b44552461aa7cf1791fd84,2023-05-03 15:23:20
smr1qp78mmj72s97sgrsfpxdqcx2za8v0nk253980l9knw3an880ur2njmc8u8t,0x7e91575b508d9f1eeb79a44d2a4e3f7cbda4c62d85adf9079aacff54468760f7,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qrcscmr49yyfr8keljyf3ap7vkjgzv8l6p7wxpjlj6435ny38qr0wzw6t54,0x06a3431066adf3067a9df7a91a0d2e49e7cca7109855eb144b238eccfb4284ea,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qz3kjqj9h0n900drnnwq3t0s0ex00k0m2wrxeqnmuqhg3yfksx85g07el73,0xa1fd290191b098286d3f9a18034626b9d0d75bdb179e7ea363cddee835ede499,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qqxvtvakeejnf55h0szjs09njplkllkde56qd8vj3f0a8a5ymgxfwa898jw,0x71c72a8aa1e97585fbc7233f7d85eed909da6d4663c8e62feb6d8e1a4f31e720,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qra3e3xtlesw4lml0yutrqu6wc4uxyxlp3p96gqc5q72wdkkr4gh7f888jn,0x58ab0361afe80da41ced477872da65aba36015faef1b3ee2eb1a99d4284721ef,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qqvmkqx3j6zweaprlt55y4pgqx8g5u2x7zers83rrvxfstxqrhjd227r38s,0x4fa2d7ca40e0185b09697289c070cff5d48c0ac6d39602efd886f9eb13683535,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
smr1qqyvrn3epmffgejfkah7k9l0h7seld725wnnspx6mtsze4jcm547urjzpne,0xce3b6308bf8a1a164b3d867cb1eb7b80c5789f8f6680890e0a344576f45a1bbe,https://explorer.shimmer.network/shimmer/block/0x5ae718cb9ee7f48d9b8a9983269a909f59561d462fba0d5d0ef3fb1dceb06953,2023-05-03 15:34:13
